epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.17599999904632568,2.196432590484619,0.15,0.2628999948501587,2.043715476989746
1,0.27724000811576843,2.009469747543335,0.15,0.3075000047683716,1.9559364318847656
2,0.3255400061607361,1.9143757820129395,0.15,0.34459999203681946,1.8650935888290405
3,0.3552199900150299,1.8564159870147705,0.15,0.3693999946117401,1.8366365432739258
4,0.3756999969482422,1.8317970037460327,0.15,0.390500009059906,1.7822351455688477
5,0.38909998536109924,1.8136707544326782,0.15,0.3953000009059906,1.8195347785949707
6,0.40139999985694885,1.8072915077209473,0.15,0.41530001163482666,1.760716438293457
7,0.4100799858570099,1.8016059398651123,0.15,0.4172999858856201,1.786895751953125
8,0.41971999406814575,1.788456916809082,0.15,0.4049000144004822,1.8739691972732544
9,0.42399999499320984,1.7829184532165527,0.15,0.4348999857902527,1.772526741027832
10,0.4334399998188019,1.7740641832351685,0.15,0.43470001220703125,1.7711910009384155
11,0.43926000595092773,1.759300947189331,0.15,0.44020000100135803,1.8012661933898926
12,0.44110000133514404,1.7573570013046265,0.15,0.4560000002384186,1.7546809911727905
13,0.45041999220848083,1.7509263753890991,0.15,0.4519999921321869,1.7492108345031738
14,0.4563399851322174,1.7403473854064941,0.15,0.45339998602867126,1.8092671632766724
15,0.4594399929046631,1.736720323562622,0.15,0.4602999985218048,1.7731269598007202
16,0.46761998534202576,1.730001449584961,0.15,0.4726000130176544,1.7396456003189087
17,0.4693399965763092,1.7309175729751587,0.15,0.4740999937057495,1.7475054264068604
18,0.4735400080680847,1.725710391998291,0.15,0.48429998755455017,1.712622046470642
19,0.4803600013256073,1.718346357345581,0.15,0.48410001397132874,1.747353434562683
